,State,District,Year,Season,Crop,Area,Production,Avg_Temperature,rainfall,Avg_windspeed,Avg_pressure,Avg_humidity,Avg_uvindex,sunhours,
3132,Sikkim,NORTH DISTRICT,2012,Kharif     ,Rice,980,1320,,,,,,,,
3133,Sikkim,NORTH DISTRICT,2013,Kharif     ,Rice,988,1410,,,,,,,,
3134,Sikkim,NORTH DISTRICT,2014,Kharif     ,Rice,990,1420,,,,,,,,
3135,Sikkim,NORTH DISTRICT,2015,Kharif     ,Rice,920,1347,,,,,,,,
3136,Sikkim,SOUTH DISTRICT,2010,Kharif     ,Rice,2220,3948,,,,,,,,
3137,Sikkim,SOUTH DISTRICT,2011,Kharif     ,Rice,2210,3930,,,,,,,,
3138,Sikkim,SOUTH DISTRICT,2012,Kharif     ,Rice,2420,4480,,,,,,,,
3139,Sikkim,SOUTH DISTRICT,2013,Kharif     ,Rice,2100,4010,,,,,,,,
3140,Sikkim,SOUTH DISTRICT,2014,Kharif     ,Rice,2050,3910,,,,,,,,
3141,Sikkim,SOUTH DISTRICT,2015,Kharif     ,Rice,1920,3738,,,,,,,,
3142,Sikkim,WEST DISTRICT,2010,Kharif     ,Rice,3970,7213,,,,,,,,
3143,Sikkim,WEST DISTRICT,2011,Kharif     ,Rice,3950,7180,,,,,,,,
3144,Sikkim,WEST DISTRICT,2012,Kharif     ,Rice,3610,6770,,,,,,,,
3145,Sikkim,WEST DISTRICT,2013,Kharif     ,Rice,3160,6000,,,,,,,,
3146,Sikkim,WEST DISTRICT,2014,Kharif     ,Rice,3130,5950,,,,,,,,
3147,Sikkim,WEST DISTRICT,2015,Kharif     ,Rice,3016,5851,,,,,,,,
3148,Tamil Nadu,ARIYALUR,2010,Kharif     ,Rice,25211,97869,,,,,,,,
3149,Tamil Nadu,ARIYALUR,2011,Kharif     ,Rice,24097,97257,,,,,,,,
3150,Tamil Nadu,ARIYALUR,2012,Kharif     ,Rice,17523,36392,,,,,,,,
3151,Tamil Nadu,ARIYALUR,2013,Kharif     ,Rice,24437,131658,,,,,,,,
3152,Tamil Nadu,COIMBATORE,2010,Kharif     ,Rice,2666,10419,,,,,,,,
3153,Tamil Nadu,COIMBATORE,2011,Kharif     ,Rice,2629,10486,,,,,,,,
3154,Tamil Nadu,COIMBATORE,2012,Kharif     ,Rice,2156,7890,,,,,,,,
3155,Tamil Nadu,COIMBATORE,2013,Kharif     ,Rice,2158,10139,,,,,,,,
3156,Tamil Nadu,CUDDALORE,2010,Kharif     ,Rice,115815,301506,,,,,,,,
3157,Tamil Nadu,CUDDALORE,2011,Kharif     ,Rice,120983,248242,,,,,,,,
3158,Tamil Nadu,CUDDALORE,2012,Kharif     ,Rice,111958,339286,,,,,,,,
3159,Tamil Nadu,CUDDALORE,2013,Kharif     ,Rice,127485,565960,,,,,,,,
3160,Tamil Nadu,DHARMAPURI,2010,Kharif     ,Rice,22862,93207,,,,,,,,
3161,Tamil Nadu,DHARMAPURI,2011,Kharif     ,Rice,27067,128226,,,,,,,,
3162,Tamil Nadu,DHARMAPURI,2012,Kharif     ,Rice,12003,53669,,,,,,,,
3163,Tamil Nadu,DHARMAPURI,2013,Kharif     ,Rice,26689,132535,,,,,,,,
3164,Tamil Nadu,DINDIGUL,2010,Kharif     ,Rice,18349,98053,,,,,,,,
3165,Tamil Nadu,DINDIGUL,2011,Kharif     ,Rice,19158,103376,,,,,,,,
3166,Tamil Nadu,DINDIGUL,2012,Kharif     ,Rice,9476,30806,,,,,,,,
3167,Tamil Nadu,DINDIGUL,2013,Kharif     ,Rice,4234,25758,,,,,,,,
3168,Tamil Nadu,ERODE,2010,Kharif     ,Rice,36659,154538,,,,,,,,
3169,Tamil Nadu,ERODE,2011,Kharif     ,Rice,33719,144357,,,,,,,,
3170,Tamil Nadu,ERODE,2012,Kharif     ,Rice,6603,29125,,,,,,,,
3171,Tamil Nadu,ERODE,2013,Kharif     ,Rice,30889,163021,,,,,,,,
3172,Tamil Nadu,KANCHIPURAM,2010,Kharif     ,Rice,95739,378628,,,,,,,,
3173,Tamil Nadu,KANCHIPURAM,2011,Kharif     ,Rice,90419,395412,,,,,,,,
3174,Tamil Nadu,KANCHIPURAM,2012,Kharif     ,Rice,77784,344875,,,,,,,,
3175,Tamil Nadu,KANCHIPURAM,2013,Kharif     ,Rice,85564,391837,,,,,,,,
3176,Tamil Nadu,KANNIYAKUMARI,2010,Kharif     ,Rice,16989,80387,,,,,,,,
3177,Tamil Nadu,KANNIYAKUMARI,2011,Kharif     ,Rice,16617,90110,,,,,,,,
3178,Tamil Nadu,KANNIYAKUMARI,2012,Kharif     ,Rice,12412,57882,,,,,,,,
3179,Tamil Nadu,KANNIYAKUMARI,2013,Kharif     ,Rice,13619,66703,,,,,,,,
3180,Tamil Nadu,KARUR,2010,Kharif     ,Rice,14808,56991,,,,,,,,
3181,Tamil Nadu,KARUR,2011,Kharif     ,Rice,17090,65737,,,,,,,,
3182,Tamil Nadu,KARUR,2012,Kharif     ,Rice,10907,44073,,,,,,,,
3183,Tamil Nadu,KARUR,2013,Kharif     ,Rice,12565,69898,,,,,,,,
3184,Tamil Nadu,KRISHNAGIRI,2010,Kharif     ,Rice,16337,70126,,,,,,,,
3185,Tamil Nadu,KRISHNAGIRI,2011,Kharif     ,Rice,20111,91443,,,,,,,,
3186,Tamil Nadu,KRISHNAGIRI,2012,Kharif     ,Rice,17753,72186,,,,,,,,
3187,Tamil Nadu,KRISHNAGIRI,2013,Kharif     ,Rice,29704,143404,,,,,,,,
3188,Tamil Nadu,MADURAI,2010,Kharif     ,Rice,61064,260055,,,,,,,,
3189,Tamil Nadu,MADURAI,2011,Kharif     ,Rice,65635,304235,,,,,,,,
3190,Tamil Nadu,MADURAI,2012,Kharif     ,Rice,18024,65000,,,,,,,,
3191,Tamil Nadu,MADURAI,2013,Kharif     ,Rice,35268,163965,,,,,,,,
3192,Tamil Nadu,NAGAPATTINAM,2010,Kharif     ,Rice,156049,321506,,,,,,,,
3193,Tamil Nadu,NAGAPATTINAM,2011,Kharif     ,Rice,170042,577026,,,,,,,,
3194,Tamil Nadu,NAGAPATTINAM,2012,Kharif     ,Rice,142210,201553,,,,,,,,
3195,Tamil Nadu,NAGAPATTINAM,2013,Kharif     ,Rice,154750,605329,,,,,,,,
3196,Tamil Nadu,NAMAKKAL,2010,Kharif     ,Rice,14058,53956,,,,,,,,
3197,Tamil Nadu,NAMAKKAL,2011,Kharif     ,Rice,8129,35747,,,,,,,,
3198,Tamil Nadu,NAMAKKAL,2012,Kharif     ,Rice,5545,20254,,,,,,,,
3199,Tamil Nadu,NAMAKKAL,2013,Kharif     ,Rice,9180,50983,,,,,,,,
3200,Tamil Nadu,PERAMBALUR,2010,Kharif     ,Rice,14245,54714,,,,,,,,
3201,Tamil Nadu,PERAMBALUR,2011,Kharif     ,Rice,13099,58475,,,,,,,,
3202,Tamil Nadu,PERAMBALUR,2012,Kharif     ,Rice,7299,20892,,,,,,,,
3203,Tamil Nadu,PERAMBALUR,2013,Kharif     ,Rice,7175,36163,,,,,,,,
3204,Tamil Nadu,PUDUKKOTTAI,2010,Kharif     ,Rice,92901,208874,,,,,,,,
3205,Tamil Nadu,PUDUKKOTTAI,2011,Kharif     ,Rice,92590,334264,,,,,,,,
3206,Tamil Nadu,PUDUKKOTTAI,2012,Kharif     ,Rice,83585,240394,,,,,,,,
3207,Tamil Nadu,PUDUKKOTTAI,2013,Kharif     ,Rice,72652,119895,,,,,,,,
3208,Tamil Nadu,RAMANATHAPURAM,2010,Kharif     ,Rice,131397,253999,,,,,,,,
3209,Tamil Nadu,RAMANATHAPURAM,2011,Kharif     ,Rice,128960,438236,,,,,,,,
3210,Tamil Nadu,RAMANATHAPURAM,2012,Kharif     ,Rice,116505,68559,,,,,,,,
3211,Tamil Nadu,RAMANATHAPURAM,2013,Kharif     ,Rice,114981,33928,,,,,,,,
3212,Tamil Nadu,SALEM,2010,Kharif     ,Rice,33296,147778,,,,,,,,
3213,Tamil Nadu,SALEM,2011,Kharif     ,Rice,27745,125327,,,,,,,,
3214,Tamil Nadu,SALEM,2012,Kharif     ,Rice,12929,52953,,,,,,,,
3215,Tamil Nadu,SALEM,2013,Kharif     ,Rice,20148,97052,,,,,,,,
3216,Tamil Nadu,SIVAGANGA,2010,Kharif     ,Rice,83927,188417,,,,,,,,
3217,Tamil Nadu,SIVAGANGA,2011,Kharif     ,Rice,83781,310176,,,,,,,,
3218,Tamil Nadu,SIVAGANGA,2012,Kharif     ,Rice,70632,130306,,,,,,,,
3219,Tamil Nadu,SIVAGANGA,2013,Kharif     ,Rice,65447,46084,,,,,,,,
3220,Tamil Nadu,THANJAVUR,2010,Kharif     ,Rice,166209,476793,,,,,,,,
3221,Tamil Nadu,THANJAVUR,2011,Kharif     ,Rice,180859,722576,,,,,,,,
3222,Tamil Nadu,THANJAVUR,2012,Kharif     ,Rice,146959,431121,,,,,,,,
3223,Tamil Nadu,THANJAVUR,2013,Kharif     ,Rice,167289,831483,,,,,,,,
3224,Tamil Nadu,THE NILGIRIS,2010,Kharif     ,Rice,392,1400,,,,,,,,
3225,Tamil Nadu,THE NILGIRIS,2011,Kharif     ,Rice,399,1646,,,,,,,,
3226,Tamil Nadu,THE NILGIRIS,2012,Kharif     ,Rice,289,1148,,,,,,,,
3227,Tamil Nadu,THE NILGIRIS,2013,Kharif     ,Rice,328,1420,,,,,,,,
3228,Tamil Nadu,THENI,2010,Kharif     ,Rice,15355,74010,,,,,,,,
3229,Tamil Nadu,THENI,2011,Kharif     ,Rice,14735,79132,,,,,,,,
3230,Tamil Nadu,THENI,2012,Kharif     ,Rice,10321,47635,,,,,,,,
3231,Tamil Nadu,THENI,2013,Kharif     ,Rice,12499,50813,,,,,,,,
3232,Tamil Nadu,THIRUVALLUR,2010,Kharif     ,Rice,83219,250210,,,,,,,,
3233,Tamil Nadu,THIRUVALLUR,2011,Kharif     ,Rice,79219,313044,,,,,,,,
3234,Tamil Nadu,THIRUVALLUR,2012,Kharif     ,Rice,78337,300455,,,,,,,,
3235,Tamil Nadu,THIRUVALLUR,2013,Kharif     ,Rice,95827,451522,,,,,,,,
3236,Tamil Nadu,THIRUVARUR,2010,Kharif     ,Rice,160237,285589,,,,,,,,
3237,Tamil Nadu,THIRUVARUR,2011,Kharif     ,Rice,186307,789997,,,,,,,,
3238,Tamil Nadu,THIRUVARUR,2012,Kharif     ,Rice,158904,192843,,,,,,,,
3239,Tamil Nadu,THIRUVARUR,2013,Kharif     ,Rice,174366,820538,,,,,,,,
3240,Tamil Nadu,TIRUCHIRAPPALLI,2010,Kharif     ,Rice,67165,268136,,,,,,,,
3241,Tamil Nadu,TIRUCHIRAPPALLI,2011,Kharif     ,Rice,63939,302478,,,,,,,,
3242,Tamil Nadu,TIRUCHIRAPPALLI,2012,Kharif     ,Rice,45237,138079,,,,,,,,
3243,Tamil Nadu,TIRUCHIRAPPALLI,2013,Kharif     ,Rice,48050,226632,,,,,,,,
3244,Tamil Nadu,TIRUNELVELI,2010,Kharif     ,Rice,79764,351822,,,,,,,,
3245,Tamil Nadu,TIRUNELVELI,2011,Kharif     ,Rice,86725,459399,,,,,,,,
3246,Tamil Nadu,TIRUNELVELI,2012,Kharif     ,Rice,45401,182667,,,,,,,,
3247,Tamil Nadu,TIRUNELVELI,2013,Kharif     ,Rice,62281,362994,,,,,,,,
3248,Tamil Nadu,TIRUPPUR,2010,Kharif     ,Rice,11797,46945,,,,,,,,
3249,Tamil Nadu,TIRUPPUR,2011,Kharif     ,Rice,10612,48936,,,,,,,,
3250,Tamil Nadu,TIRUPPUR,2012,Kharif     ,Rice,245,604,,,,,,,,
3251,Tamil Nadu,TIRUPPUR,2013,Kharif     ,Rice,7511,43377,,,,,,,,
3252,Tamil Nadu,TIRUVANNAMALAI,2010,Kharif     ,Rice,125490,357692,,,,,,,,
3253,Tamil Nadu,TIRUVANNAMALAI,2011,Kharif     ,Rice,103924,356196,,,,,,,,
3254,Tamil Nadu,TIRUVANNAMALAI,2012,Kharif     ,Rice,91774,325511,,,,,,,,
3255,Tamil Nadu,TIRUVANNAMALAI,2013,Kharif     ,Rice,82625,359403,,,,,,,,
3256,Tamil Nadu,TUTICORIN,2010,Kharif     ,Rice,20007,89442,,,,,,,,
3257,Tamil Nadu,TUTICORIN,2011,Kharif     ,Rice,17678,85771,,,,,,,,
3258,Tamil Nadu,TUTICORIN,2012,Kharif     ,Rice,6234,24375,,,,,,,,
3259,Tamil Nadu,TUTICORIN,2013,Kharif     ,Rice,11730,55451,,,,,,,,
3260,Tamil Nadu,VELLORE,2010,Kharif     ,Rice,43222,152825,,,,,,,,
3261,Tamil Nadu,VELLORE,2011,Kharif     ,Rice,37988,151266,,,,,,,,
3262,Tamil Nadu,VELLORE,2012,Kharif     ,Rice,35707,152804,,,,,,,,
3263,Tamil Nadu,VELLORE,2013,Kharif     ,Rice,39366,192496,,,,,,,,
3264,Tamil Nadu,VILLUPURAM,2010,Kharif     ,Rice,149929,512013,,,,,,,,
3265,Tamil Nadu,VILLUPURAM,2011,Kharif     ,Rice,129858,471615,,,,,,,,
3266,Tamil Nadu,VILLUPURAM,2012,Kharif     ,Rice,115591,396530,,,,,,,,
3267,Tamil Nadu,VILLUPURAM,2013,Kharif     ,Rice,170443,796608,,,,,,,,
3268,Tamil Nadu,VIRUDHUNAGAR,2010,Kharif     ,Rice,30568,94515,,,,,,,,
3269,Tamil Nadu,VIRUDHUNAGAR,2011,Kharif     ,Rice,29658,118469,,,,,,,,
3270,Tamil Nadu,VIRUDHUNAGAR,2012,Kharif     ,Rice,22973,40467,,,,,,,,
3271,Tamil Nadu,VIRUDHUNAGAR,2013,Kharif     ,Rice,16470,68146,,,,,,,,
3272,Telangana ,ADILABAD,2010,Kharif     ,Rice,62903,175263,,,,,,,,
3273,Telangana ,ADILABAD,2010,Rabi       ,Rice,27644,79891,,,,,,,,
3274,Telangana ,ADILABAD,2011,Kharif     ,Rice,60681,151310,,,,,,,,
3275,Telangana ,ADILABAD,2011,Rabi       ,Rice,15489,48016,,,,,,,,
3276,Telangana ,ADILABAD,2013,Kharif     ,Rice,65502,175303,,,,,,,,
3277,Telangana ,ADILABAD,2013,Rabi       ,Rice,25191,73608,,,,,,,,
3278,Telangana ,ADILABAD,2014,Kharif     ,Rice,36084,81003,,,,,,,,
3279,Telangana ,ADILABAD,2014,Rabi       ,Rice,13996,45123,,,,,,,,
3280,Telangana ,KARIMNAGAR,2010,Kharif     ,Rice,159548,523465,,,,,,,,
3281,Telangana ,KARIMNAGAR,2010,Rabi       ,Rice,221971,828396,,,,,,,,
3282,Telangana ,KARIMNAGAR,2011,Kharif     ,Rice,185727,601858,,,,,,,,
3283,Telangana ,KARIMNAGAR,2011,Rabi       ,Rice,157649,518192,,,,,,,,
3284,Telangana ,KARIMNAGAR,2013,Kharif     ,Rice,209454,732042,,,,,,,,
3285,Telangana ,KARIMNAGAR,2013,Rabi       ,Rice,208458,768793,,,,,,,,
3286,Telangana ,KARIMNAGAR,2014,Kharif     ,Rice,179282,632136,,,,,,,,
3287,Telangana ,KARIMNAGAR,2014,Rabi       ,Rice,99151,358827,,,,,,,,
3288,Telangana ,KHAMMAM,2010,Kharif     ,Rice,167037,522924,,,,,,,,
3289,Telangana ,KHAMMAM,2010,Rabi       ,Rice,51215,181147,,,,,,,,
3290,Telangana ,KHAMMAM,2011,Kharif     ,Rice,150051,366113,,,,,,,,
3291,Telangana ,KHAMMAM,2011,Rabi       ,Rice,15263,45575,,,,,,,,
3292,Telangana ,KHAMMAM,2013,Kharif     ,Rice,148142,432575,,,,,,,,
3293,Telangana ,KHAMMAM,2013,Rabi       ,Rice,43642,142709,,,,,,,,
3294,Telangana ,KHAMMAM,2014,Kharif     ,Rice,110439,328435,,,,,,,,
3295,Telangana ,KHAMMAM,2014,Rabi       ,Rice,35269,127744,,,,,,,,
3296,Telangana ,MAHBUBNAGAR,2010,Kharif     ,Rice,130411,360230,,,,,,,,
3297,Telangana ,MAHBUBNAGAR,2010,Rabi       ,Rice,66287,185537,,,,,,,,
3298,Telangana ,MAHBUBNAGAR,2011,Kharif     ,Rice,120826,266609,,,,,,,,
3299,Telangana ,MAHBUBNAGAR,2011,Rabi       ,Rice,51242,129950,,,,,,,,
3300,Telangana ,MAHBUBNAGAR,2013,Kharif     ,Rice,103744,301561,,,,,,,,
3301,Telangana ,MAHBUBNAGAR,2013,Rabi       ,Rice,64886,177139,,,,,,,,
3302,Telangana ,MAHBUBNAGAR,2014,Kharif     ,Rice,111302,282357,,,,,,,,
3303,Telangana ,MAHBUBNAGAR,2014,Rabi       ,Rice,49468,135740,,,,,,,,
3304,Telangana ,MEDAK,2010,Kharif     ,Rice,81914,285893,,,,,,,,
3305,Telangana ,MEDAK,2010,Rabi       ,Rice,62644,229026,,,,,,,,
3306,Telangana ,MEDAK,2011,Kharif     ,Rice,90400,285575,,,,,,,,
3307,Telangana ,MEDAK,2011,Rabi       ,Rice,46632,121383,,,,,,,,
3308,Telangana ,MEDAK,2013,Kharif     ,Rice,108639,393985,,,,,,,,
3309,Telangana ,MEDAK,2013,Rabi       ,Rice,62331,230500,,,,,,,,
3310,Telangana ,MEDAK,2014,Kharif     ,Rice,73983,234342,,,,,,,,
3311,Telangana ,MEDAK,2014,Rabi       ,Rice,36910,128742,,,,,,,,
3312,Telangana ,NALGONDA,2010,Kharif     ,Rice,206149,642566,,,,,,,,
3313,Telangana ,NALGONDA,2010,Rabi       ,Rice,199166,681148,,,,,,,,
3314,Telangana ,NALGONDA,2011,Kharif     ,Rice,216547,634050,,,,,,,,
3315,Telangana ,NALGONDA,2011,Rabi       ,Rice,111214,329750,,,,,,,,
3316,Telangana ,NALGONDA,2013,Kharif     ,Rice,192185,546190,,,,,,,,
3317,Telangana ,NALGONDA,2013,Rabi       ,Rice,201558,659095,,,,,,,,
3318,Telangana ,NALGONDA,2014,Kharif     ,Rice,177458,549765,,,,,,,,
3319,Telangana ,NALGONDA,2014,Rabi       ,Rice,145917,491594,,,,,,,,
3320,Telangana ,NIZAMABAD,2010,Kharif     ,Rice,116729,427496,,,,,,,,
3321,Telangana ,NIZAMABAD,2010,Rabi       ,Rice,104894,416744,,,,,,,,
3322,Telangana ,NIZAMABAD,2011,Kharif     ,Rice,149497,584000,,,,,,,,
3323,Telangana ,NIZAMABAD,2011,Rabi       ,Rice,110314,388195,,,,,,,,
3324,Telangana ,NIZAMABAD,2013,Kharif     ,Rice,152303,622200,,,,,,,,
3325,Telangana ,NIZAMABAD,2013,Rabi       ,Rice,108509,421992,,,,,,,,
3326,Telangana ,NIZAMABAD,2014,Kharif     ,Rice,112427,404400,,,,,,,,
3327,Telangana ,NIZAMABAD,2014,Rabi       ,Rice,56845,216125,,,,,,,,
3328,Telangana ,RANGAREDDI,2010,Kharif     ,Rice,30985,78837,,,,,,,,
3329,Telangana ,RANGAREDDI,2010,Rabi       ,Rice,21375,57264,,,,,,,,
3330,Telangana ,RANGAREDDI,2011,Kharif     ,Rice,29334,67684,,,,,,,,
3331,Telangana ,RANGAREDDI,2011,Rabi       ,Rice,14333,35417,,,,,,,,
3332,Telangana ,RANGAREDDI,2013,Kharif     ,Rice,27054,62711,,,,,,,,
3333,Telangana ,RANGAREDDI,2013,Rabi       ,Rice,17986,40163,,,,,,,,
3334,Telangana ,RANGAREDDI,2014,Kharif     ,Rice,23817,60376,,,,,,,,
3335,Telangana ,RANGAREDDI,2014,Rabi       ,Rice,11065,30838,,,,,,,,
3336,Telangana ,WARANGAL,2010,Kharif     ,Rice,169278,519314,,,,,,,,
3337,Telangana ,WARANGAL,2010,Rabi       ,Rice,98782,341094,,,,,,,,
3338,Telangana ,WARANGAL,2011,Kharif     ,Rice,160729,404520,,,,,,,,
3339,Telangana ,WARANGAL,2011,Rabi       ,Rice,63620,169420,,,,,,,,
3340,Telangana ,WARANGAL,2013,Kharif     ,Rice,159311,501478,,,,,,,,
3341,Telangana ,WARANGAL,2013,Rabi       ,Rice,95542,299046,,,,,,,,
3342,Telangana ,WARANGAL,2014,Kharif     ,Rice,95515,282059,,,,,,,,
3343,Telangana ,WARANGAL,2014,Rabi       ,Rice,46492,155376,,,,,,,,
3344,Tripura,DHALAI,2010,Kharif     ,Rice,31885,72064,,,,,,,,
3345,Tripura,DHALAI,2011,Kharif     ,Rice,31851,76842,,,,,,,,
3346,Tripura,DHALAI,2012,Kharif     ,Rice,32402,78152,,,,,,,,
3347,Tripura,DHALAI,2013,Kharif     ,Rice,32839,81231,,,,,,,,
3348,Tripura,DHALAI,2014,Kharif     ,Rice,32274,82856,,,,,,,,
3349,Tripura,GOMATI,2012,Kharif     ,Rice,37021,107326,,,,,,,,
3350,Tripura,GOMATI,2013,Kharif     ,Rice,31355,90682,,,,,,,,
3351,Tripura,GOMATI,2014,Kharif     ,Rice,35009,107500,,,,,,,,
3352,Tripura,KHOWAI,2012,Kharif     ,Rice,23889,67277,,,,,,,,
3353,Tripura,KHOWAI,2013,Kharif     ,Rice,24338,67649,,,,,,,,
3354,Tripura,KHOWAI,2014,Kharif     ,Rice,23381,67131,,,,,,,,
3355,Tripura,NORTH TRIPURA,2010,Kharif     ,Rice,47309,117645,,,,,,,,
3356,Tripura,NORTH TRIPURA,2011,Kharif     ,Rice,48908,122777,,,,,,,,
3357,Tripura,NORTH TRIPURA,2012,Kharif     ,Rice,29795,75063,,,,,,,,
3358,Tripura,NORTH TRIPURA,2013,Kharif     ,Rice,32584,78887,,,,,,,,
3359,Tripura,NORTH TRIPURA,2014,Kharif     ,Rice,32623,83278,,,,,,,,
3360,Tripura,SEPAHIJALA,2012,Kharif     ,Rice,48356,147453,,,,,,,,
3361,Tripura,SEPAHIJALA,2013,Kharif     ,Rice,49364,149425,,,,,,,,
3362,Tripura,SEPAHIJALA,2014,Kharif     ,Rice,47973,150378,,,,,,,,
3363,Tripura,SOUTH TRIPURA,2010,Kharif     ,Rice,82951,230326,,,,,,,,
3364,Tripura,SOUTH TRIPURA,2011,Kharif     ,Rice,84209,236107,,,,,,,,
3365,Tripura,SOUTH TRIPURA,2012,Kharif     ,Rice,41350,118814,,,,,,,,
3366,Tripura,SOUTH TRIPURA,2013,Kharif     ,Rice,42246,127322,,,,,,,,
3367,Tripura,SOUTH TRIPURA,2014,Kharif     ,Rice,42639,128021,,,,,,,,
3368,Tripura,UNAKOTI,2012,Kharif     ,Rice,17201,48146,,,,,,,,
3369,Tripura,UNAKOTI,2013,Kharif     ,Rice,17245,47041,,,,,,,,
3370,Tripura,UNAKOTI,2014,Kharif     ,Rice,17674,51830,,,,,,,,
3371,Tripura,WEST TRIPURA,2010,Kharif     ,Rice,102413,282438,,,,,,,,
3372,Tripura,WEST TRIPURA,2011,Kharif     ,Rice,101031,282578,,,,,,,,
3373,Tripura,WEST TRIPURA,2012,Kharif     ,Rice,24729,70991,,,,,,,,
3374,Tripura,WEST TRIPURA,2013,Kharif     ,Rice,24283,69594,,,,,,,,
3375,Tripura,WEST TRIPURA,2014,Kharif     ,Rice,25700,75960,,,,,,,,
3376,Uttar Pradesh,AGRA,2010,Kharif     ,Rice,4342,9413,,,,,,,,
3377,Uttar Pradesh,AGRA,2011,Kharif     ,Rice,6724,16803,,,,,,,,
3378,Uttar Pradesh,AGRA,2011,Summer     ,Rice,30,75,,,,,,,,
3379,Uttar Pradesh,AGRA,2012,Kharif     ,Rice,3556,8975,,,,,,,,
3380,Uttar Pradesh,AGRA,2012,Summer     ,Rice,37,94,,,,,,,,
3381,Uttar Pradesh,AGRA,2013,Kharif     ,Rice,8691,22475,,,,,,,,
3382,Uttar Pradesh,AGRA,2014,Kharif     ,Rice,10164,24231,,,,,,,,
3383,Uttar Pradesh,ALIGARH,2010,Kharif     ,Rice,64485,131614,,,,,,,,
3384,Uttar Pradesh,ALIGARH,2011,Kharif     ,Rice,70307,154394,,,,,,,,
3385,Uttar Pradesh,ALIGARH,2012,Kharif     ,Rice,85311,209609,,,,,,,,
3386,Uttar Pradesh,ALIGARH,2013,Kharif     ,Rice,87525,196144,,,,,,,,
3387,Uttar Pradesh,ALIGARH,2014,Kharif     ,Rice,90420,201998,,,,,,,,
3388,Uttar Pradesh,ALLAHABAD,2010,Kharif     ,Rice,141316,328560,,,,,,,,
3389,Uttar Pradesh,ALLAHABAD,2011,Kharif     ,Rice,155232,397083,,,,,,,,
3390,Uttar Pradesh,ALLAHABAD,2012,Kharif     ,Rice,148937,427300,,,,,,,,
3391,Uttar Pradesh,ALLAHABAD,2013,Kharif     ,Rice,159525,420986,,,,,,,,
3392,Uttar Pradesh,ALLAHABAD,2014,Kharif     ,Rice,149419,313780,,,,,,,,
3393,Uttar Pradesh,AMBEDKAR NAGAR,2010,Kharif     ,Rice,113002,298099,,,,,,,,
3394,Uttar Pradesh,AMBEDKAR NAGAR,2011,Kharif     ,Rice,116323,313374,,,,,,,,
3395,Uttar Pradesh,AMBEDKAR NAGAR,2012,Kharif     ,Rice,115800,319492,,,,,,,,
3396,Uttar Pradesh,AMBEDKAR NAGAR,2013,Kharif     ,Rice,115279,314251,,,,,,,,
3397,Uttar Pradesh,AMBEDKAR NAGAR,2014,Kharif     ,Rice,118607,290706,,,,,,,,
3398,Uttar Pradesh,AMETHI,2010,Kharif     ,Rice,113314,236940,,,,,,,,
3399,Uttar Pradesh,AMETHI,2011,Kharif     ,Rice,122203,272146,,,,,,,,
3400,Uttar Pradesh,AMETHI,2012,Kharif     ,Rice,118227,308454,,,,,,,,
3401,Uttar Pradesh,AMETHI,2013,Kharif     ,Rice,123251,280396,,,,,,,,
3402,Uttar Pradesh,AMETHI,2014,Kharif     ,Rice,97395,147846,,,,,,,,
3403,Uttar Pradesh,AMROHA,2010,Kharif     ,Rice,24355,47127,,,,,,,,
3404,Uttar Pradesh,AMROHA,2011,Kharif     ,Rice,28429,57370,,,,,,,,
3405,Uttar Pradesh,AMROHA,2012,Kharif     ,Rice,22530,40914,,,,,,,,
3406,Uttar Pradesh,AMROHA,2013,Kharif     ,Rice,28126,59177,,,,,,,,
3407,Uttar Pradesh,AMROHA,2013,Summer     ,Rice,2,4,,,,,,,,
3408,Uttar Pradesh,AMROHA,2014,Kharif     ,Rice,23134,61606,,,,,,,,
3409,Uttar Pradesh,AMROHA,2014,Summer     ,Rice,13,34,,,,,,,,
3410,Uttar Pradesh,AURAIYA,2010,Kharif     ,Rice,37124,99641,,,,,,,,
3411,Uttar Pradesh,AURAIYA,2011,Kharif     ,Rice,50179,145519,,,,,,,,
3412,Uttar Pradesh,AURAIYA,2012,Kharif     ,Rice,52566,164321,,,,,,,,
3413,Uttar Pradesh,AURAIYA,2013,Kharif     ,Rice,53582,176070,,,,,,,,
3414,Uttar Pradesh,AURAIYA,2014,Kharif     ,Rice,55752,175898,,,,,,,,
3415,Uttar Pradesh,AZAMGARH,2010,Kharif     ,Rice,203577,417536,,,,,,,,
3416,Uttar Pradesh,AZAMGARH,2010,Summer     ,Rice,1,2,,,,,,,,
3417,Uttar Pradesh,AZAMGARH,2011,Kharif     ,Rice,210944,469350,,,,,,,,
3418,Uttar Pradesh,AZAMGARH,2011,Summer     ,Rice,1,2,,,,,,,,
3419,Uttar Pradesh,AZAMGARH,2012,Kharif     ,Rice,210961,453777,,,,,,,,
3420,Uttar Pradesh,AZAMGARH,2012,Summer     ,Rice,1,2,,,,,,,,
3421,Uttar Pradesh,AZAMGARH,2013,Kharif     ,Rice,217062,477971,,,,,,,,
3422,Uttar Pradesh,AZAMGARH,2014,Kharif     ,Rice,202341,400028,,,,,,,,
3423,Uttar Pradesh,BAGHPAT,2010,Kharif     ,Rice,4575,10756,,,,,,,,
3424,Uttar Pradesh,BAGHPAT,2011,Kharif     ,Rice,5108,14292,,,,,,,,
